row_index,domain_id,source_value,source_id,ground_truth_concept_id,ground_truth_concept_name,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
1243,Procedure,cervical epidural block,1244,4120974,local anesthetic cervical epidural block,"[{""concept_id"": 4120974, ""concept_name"": ""Local anesthetic cervical epidural block"", ""score"": 0.9473, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""302336001"", ""standard_concept"": ""S""}, {""concept_id"": 4335021, ""concept_name"": ""Cervical subdural block"", ""score"": 0.9468, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""231256004"", ""standard_concept"": ""S""}, {""concept_id"": 4335020, ""concept_name"": ""Local anesthetic cervical intrathecal block"", ""score"": 0.8911, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""231251009"", ""standard_concept"": ""S""}, {""concept_id"": 4139041, ""concept_name"": ""Epidural injection of anesthetic substance, therapeutic, continuous, cervical"", ""score"": 0.8815, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""426309005"", ""standard_concept"": ""S""}, {""concept_id"": 4124228, ""concept_name"": ""Injection into cervical epidural space"", ""score"": 0.8685, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""303612004"", ""standard_concept"": ""S""}]",s_or_c,4120974.0,Local anesthetic cervical epidural block,0.9473,SNOMED,S,
1244,Condition,Hemophagocytic lymphohistiocytosis,1245,4121123,hemophagocytic lymphohistiocytosis,"[{""concept_id"": 4121123, ""concept_name"": ""Hemophagocytic lymphohistiocytosis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""234437005"", ""standard_concept"": ""S""}, {""concept_id"": 603020, ""concept_name"": ""Secondary hemophagocytic lymphohistiocytosis"", ""score"": 0.9201, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1153417000"", ""standard_concept"": ""S""}, {""concept_id"": 4098617, ""concept_name"": ""Hemophagocytic lymphohistiocytosis due to infection"", ""score"": 0.8332, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""190959006"", ""standard_concept"": ""S""}, {""concept_id"": 954097, ""concept_name"": ""Hemophagocytic histiocytosis"", ""score"": 0.8182, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""360991000009107"", ""standard_concept"": ""S""}, {""concept_id"": 37204312, ""concept_name"": ""Acquired hemophagocytic lymphohistiocytosis associated with malignant disease"", ""score"": 0.8067, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""782915004"", ""standard_concept"": ""S""}]",s_or_c,4121123.0,Hemophagocytic lymphohistiocytosis,1.0,SNOMED,S,
1245,Condition,Pulmonary thromboembolism,1246,4121618,pulmonary thromboembolism,"[{""concept_id"": 4121618, ""concept_name"": ""Pulmonary thromboembolism"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233935004"", ""standard_concept"": ""S""}, {""concept_id"": 440417, ""concept_name"": ""Pulmonary embolism"", ""score"": 0.9346, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""59282003"", ""standard_concept"": ""S""}, {""concept_id"": 4239826, ""concept_name"": ""Pulmonary thrombosis"", ""score"": 0.891, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""69357003"", ""standard_concept"": ""S""}, {""concept_id"": 45768888, ""concept_name"": ""Acute pulmonary thromboembolism"", ""score"": 0.8737, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""707414004"", ""standard_concept"": ""S""}, {""concept_id"": 45768439, ""concept_name"": ""Acute pulmonary embolism"", ""score"": 0.8396, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""706870000"", ""standard_concept"": ""S""}]",s_or_c,4121618.0,Pulmonary thromboembolism,1.0,SNOMED,S,
1246,Condition,Internal carotid artery stenosis,1247,4121624,internal carotid artery stenosis,"[{""concept_id"": 4121624, ""concept_name"": ""Internal carotid artery stenosis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233964008"", ""standard_concept"": ""S""}, {""concept_id"": 442615, ""concept_name"": ""Carotid artery stenosis"", ""score"": 0.9558, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""64586002"", ""standard_concept"": ""S""}, {""concept_id"": 763093, ""concept_name"": ""Carotid artery stenosis without infarction"", ""score"": 0.8966, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""436021000124100"", ""standard_concept"": ""S""}, {""concept_id"": 44784634, ""concept_name"": ""Symptomatic carotid artery stenosis"", ""score"": 0.8765, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""9611000119107"", ""standard_concept"": ""S""}, {""concept_id"": 4288310, ""concept_name"": ""Carotid artery obstruction"", ""score"": 0.8667, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""69798007"", ""standard_concept"": ""S""}]",s_or_c,4121624.0,Internal carotid artery stenosis,1.0,SNOMED,S,
1247,Condition,Cerebral arteriovenous malformation,1248,4121803,cerebral arteriovenous malformation,"[{""concept_id"": 4121803, ""concept_name"": ""Cerebral arteriovenous malformation"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""234142008"", ""standard_concept"": ""S""}, {""concept_id"": 4119782, ""concept_name"": ""Congenital arteriovenous fistula of brain"", ""score"": 0.9035, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""234149004"", ""standard_concept"": ""S""}, {""concept_id"": 4005616, ""concept_name"": ""Arteriovenous malformation of precerebral vessels"", ""score"": 0.8899, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""204493007"", ""standard_concept"": ""S""}, {""concept_id"": 4225722, ""concept_name"": ""Dural arteriovenous malformation"", ""score"": 0.8769, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""84873005"", ""standard_concept"": ""S""}, {""concept_id"": 4079424, ""concept_name"": ""Ruptured cerebral arteriovenous malformation"", ""score"": 0.8614, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""277299009"", ""standard_concept"": ""S""}]",s_or_c,4121803.0,Cerebral arteriovenous malformation,1.0,SNOMED,S,
1248,Procedure,Rib cage series,1249,4122946,thoracic cage x-ray,"[{""concept_id"": 1075181, ""concept_name"": ""Plain X-ray of thoracic cage"", ""score"": 0.6427, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1295210009"", ""standard_concept"": ""S""}]",s_or_c,1075181.0,Plain X-ray of thoracic cage,0.6427,SNOMED,S,
1249,Condition,"Lymph node metastasis, head and neck",1250,4123439,metastasis to head and neck lymph node,"[{""concept_id"": 36558086, ""concept_name"": ""Neoplasm, malignant of lymph nodes of head, face and neck"", ""score"": 0.8426, ""vocabulary_id"": ""ICDO3"", ""domain_id"": ""Condition"", ""concept_code"": ""8000/3-C77.0"", ""standard_concept"": ""S""}]",s_or_c,36558086.0,"Neoplasm, malignant of lymph nodes of head, face and neck",0.8426,ICDO3,S,
1250,Procedure,"angiography, carotid artery",1251,4124407,angiography of vascular structure of head,"[{""concept_id"": 4240462, ""concept_name"": ""Angiography of carotid artery"", ""score"": 0.9898, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""58920005"", ""standard_concept"": ""S""}, {""concept_id"": 44512068, ""concept_name"": ""Arteriography of carotid artery"", ""score"": 0.9705, ""vocabulary_id"": ""OPCS4"", ""domain_id"": ""Procedure"", ""concept_code"": ""L31.2"", ""standard_concept"": ""S""}, {""concept_id"": 4119903, ""concept_name"": ""Selective angiography of carotid artery"", ""score"": 0.9507, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""287606009"", ""standard_concept"": ""S""}, {""concept_id"": 4346627, ""concept_name"": ""Angiography of common carotid artery"", ""score"": 0.9292, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""241218003"", ""standard_concept"": ""S""}, {""concept_id"": 4346838, ""concept_name"": ""Angiography of internal carotid artery"", ""score"": 0.9274, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""241219006"", ""standard_concept"": ""S""}]",s_or_c,4240462.0,Angiography of carotid artery,0.9898,SNOMED,S,
1251,Condition,"Coronary artery disease, three vessel",1252,4124682,triple vessel disease of the heart,"[{""concept_id"": 4155007, ""concept_name"": ""Multi vessel coronary artery disease"", ""score"": 0.8947, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""371803003"", ""standard_concept"": ""S""}, {""concept_id"": 4124682, ""concept_name"": ""Triple vessel disease of the heart"", ""score"": 0.8652, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233817007"", ""standard_concept"": ""S""}, {""concept_id"": 4108673, ""concept_name"": ""Double coronary vessel disease"", ""score"": 0.7615, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""194843003"", ""standard_concept"": ""S""}, {""concept_id"": 4111393, ""concept_name"": ""Single coronary vessel disease"", ""score"": 0.7494, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""194842008"", ""standard_concept"": ""S""}, {""concept_id"": 4187067, ""concept_name"": ""Disorder of coronary artery"", ""score"": 0.7166, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""414024009"", ""standard_concept"": ""S""}]",s_or_c,4155007.0,Multi vessel coronary artery disease,0.8947,SNOMED,S,
1252,Condition,Hypertrophic cardiomyopathy,1253,4124693,hypertrophic cardiomyopathy,"[{""concept_id"": 4124693, ""concept_name"": ""Hypertrophic cardiomyopathy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""233873004"", ""standard_concept"": ""S""}, {""concept_id"": 316428, ""concept_name"": ""Hypertrophic obstructive cardiomyopathy"", ""score"": 0.9435, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""45227007"", ""standard_concept"": ""S""}, {""concept_id"": 44784145, ""concept_name"": ""Primary hypertrophic cardiomyopathy"", ""score"": 0.9326, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""700065003"", ""standard_concept"": ""S""}, {""concept_id"": 42573212, ""concept_name"": ""Symmetrical hypertrophic cardiomyopathy"", ""score"": 0.9237, ""vocabulary_id"": ""SNOMED Veterinary"", ""domain_id"": ""Condition"", ""concept_code"": ""359331000009108"", ""standard_concept"": ""S""}, {""concept_id"": 40483223, ""concept_name"": ""Hypertrophic cardiomegaly"", ""score"": 0.8846, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""443762000"", ""standard_concept"": ""S""}]",s_or_c,4124693.0,Hypertrophic cardiomyopathy,1.0,SNOMED,S,
1253,Condition,Breast nodule,1254,4126242,nodule of skin of breast,"[{""concept_id"": 4199934, ""concept_name"": ""Persistent breast nodularity"", ""score"": 0.8957, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""315249005"", ""standard_concept"": ""S""}, {""concept_id"": 4126242, ""concept_name"": ""Nodule of skin of breast"", ""score"": 0.8915, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""290074005"", ""standard_concept"": ""S""}, {""concept_id"": 37312492, ""concept_name"": ""Irregular lump of breast"", ""score"": 0.8543, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""792889002"", ""standard_concept"": ""S""}, {""concept_id"": 80767, ""concept_name"": ""Breast lump"", ""score"": 0.8518, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""89164003"", ""standard_concept"": ""S""}, {""concept_id"": 37312493, ""concept_name"": ""Smooth lump of breast"", ""score"": 0.8361, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""792888005"", ""standard_concept"": ""S""}]",s_or_c,4199934.0,Persistent breast nodularity,0.8957,SNOMED,S,
1254,Condition,Dysfunctional voiding,1255,4126277,dysfunctional voiding,"[{""concept_id"": 4126277, ""concept_name"": ""Dysfunctional voiding"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236657002"", ""standard_concept"": ""S""}, {""concept_id"": 4032498, ""concept_name"": ""Abnormal urinary bladder continence"", ""score"": 0.8712, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""150003"", ""standard_concept"": ""S""}, {""concept_id"": 40484024, ""concept_name"": ""Altered urinary bladder function"", ""score"": 0.8637, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""442548000"", ""standard_concept"": ""S""}, {""concept_id"": 4224118, ""concept_name"": ""Dysfunction of urinary bladder"", ""score"": 0.8493, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""40492006"", ""standard_concept"": ""S""}, {""concept_id"": 1340235, ""concept_name"": ""Exacerbation of abnormal urination"", ""score"": 0.8406, ""vocabulary_id"": ""OMOP Extension"", ""domain_id"": ""Condition"", ""concept_code"": ""OMOP5165890"", ""standard_concept"": ""S""}]",s_or_c,4126277.0,Dysfunctional voiding,1.0,SNOMED,S,
1255,Procedure,K-IADL_NR,1256,4126495,activities of daily living assessment,[],s_or_c,,,,,,
1256,Condition,IgA nephropathy,1257,4128061,iga nephropathy,"[{""concept_id"": 4128061, ""concept_name"": ""IgA nephropathy"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236407003"", ""standard_concept"": ""S""}, {""concept_id"": 4287695, ""concept_name"": ""Primary IgA nephropathy"", ""score"": 0.9221, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""68779003"", ""standard_concept"": ""S""}, {""concept_id"": 4128063, ""concept_name"": ""IgM nephropathy"", ""score"": 0.894, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236411009"", ""standard_concept"": ""S""}, {""concept_id"": 4104770, ""concept_name"": ""IgA nephropathy associated with liver disease"", ""score"": 0.7909, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""282364005"", ""standard_concept"": ""S""}, {""concept_id"": 3184670, ""concept_name"": ""Immune complex mediated nephropathy"", ""score"": 0.7851, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Condition"", ""concept_code"": ""14800001000004104"", ""standard_concept"": ""S""}]",s_or_c,4128061.0,IgA nephropathy,1.0,SNOMED,S,
1257,Condition,Henoch-Schonlein nephritis,1258,4128223,henoch-schönlein nephritis,"[{""concept_id"": 4128223, ""concept_name"": ""Henoch-Schönlein nephritis"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""236504007"", ""standard_concept"": ""S""}, {""concept_id"": 37018634, ""concept_name"": ""Glomerulonephritis due to Henoch-Schönlein purpura"", ""score"": 0.8451, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""85381000119105"", ""standard_concept"": ""S""}, {""concept_id"": 42539197, ""concept_name"": ""Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis"", ""score"": 0.7012, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""101711000119105"", ""standard_concept"": ""S""}, {""concept_id"": 3184670, ""concept_name"": ""Immune complex mediated nephropathy"", ""score"": 0.6822, ""vocabulary_id"": ""Nebraska Lexicon"", ""domain_id"": ""Condition"", ""concept_code"": ""14800001000004104"", ""standard_concept"": ""S""}, {""concept_id"": 4267717, ""concept_name"": ""Anti-glomerular basement membrane tubulointerstitial nephritis"", ""score"": 0.6739, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""62853008"", ""standard_concept"": ""S""}]",s_or_c,4128223.0,Henoch-Schönlein nephritis,1.0,SNOMED,S,
1258,Condition,Menopause,1259,4128329,menopause present,"[{""concept_id"": 439082, ""concept_name"": ""Menopausal syndrome"", ""score"": 0.8583, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""123756000"", ""standard_concept"": ""S""}, {""concept_id"": 4286186, ""concept_name"": ""Menopausal problem"", ""score"": 0.8507, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""68811000"", ""standard_concept"": ""S""}]",s_or_c,439082.0,Menopausal syndrome,0.8583,SNOMED,S,
1259,Condition,Acute urinary retension,1260,4128388,acute retention of urine,"[{""concept_id"": 317895, ""concept_name"": ""Renovascular hypertension"", ""score"": 0.7151, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""123799005"", ""standard_concept"": ""S""}, {""concept_id"": 443771, ""concept_name"": ""Renal hypertension"", ""score"": 0.7, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""28119000"", ""standard_concept"": ""S""}, {""concept_id"": 4305599, ""concept_name"": ""Renal arterial hypertension"", ""score"": 0.6795, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""39018007"", ""standard_concept"": ""S""}, {""concept_id"": 443919, ""concept_name"": ""Hypertensive renal failure"", ""score"": 0.6758, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""49220004"", ""standard_concept"": ""S""}, {""concept_id"": 4212496, ""concept_name"": ""Parenchymal renal hypertension"", ""score"": 0.6633, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""57684003"", ""standard_concept"": ""S""}]",s_or_c,317895.0,Renovascular hypertension,0.7151,SNOMED,S,
1260,Condition,Vaginal bleeding,1261,4129155,vaginal bleeding,"[{""concept_id"": 4129155, ""concept_name"": ""Vaginal bleeding"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289530006"", ""standard_concept"": ""S""}, {""concept_id"": 4124469, ""concept_name"": ""Profuse vaginal bleeding"", ""score"": 0.9336, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289540009"", ""standard_concept"": ""S""}, {""concept_id"": 4095808, ""concept_name"": ""Blood in vagina"", ""score"": 0.9214, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""248895001"", ""standard_concept"": ""S""}, {""concept_id"": 4126712, ""concept_name"": ""Fresh bleeding from vagina"", ""score"": 0.9062, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""289536000"", ""standard_concept"": ""S""}, {""concept_id"": 201627, ""concept_name"": ""Abnormal vaginal bleeding"", ""score"": 0.8992, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""301822002"", ""standard_concept"": ""S""}]",s_or_c,4129155.0,Vaginal bleeding,1.0,SNOMED,S,
1261,Condition,"Diabetes mellitus, unspecified, with sensory neuropathy",1262,4131117,sensory neuropathy due to diabetes mellitus,"[{""concept_id"": 4131117, ""concept_name"": ""Sensory neuropathy due to diabetes mellitus"", ""score"": 0.9373, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127011001"", ""standard_concept"": ""S""}, {""concept_id"": 37312198, ""concept_name"": ""Sensory polyneuropathy due to diabetes mellitus"", ""score"": 0.9236, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""789585000"", ""standard_concept"": ""S""}, {""concept_id"": 4311708, ""concept_name"": ""Diabetic peripheral neuropathy"", ""score"": 0.8707, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""424736006"", ""standard_concept"": ""S""}, {""concept_id"": 4044391, ""concept_name"": ""Neuropathy due to diabetes mellitus"", ""score"": 0.8634, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""230572002"", ""standard_concept"": ""S""}, {""concept_id"": 376112, ""concept_name"": ""Polyneuropathy due to diabetes mellitus"", ""score"": 0.8595, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""49455004"", ""standard_concept"": ""S""}]",s_or_c,4131117.0,Sensory neuropathy due to diabetes mellitus,0.9373,SNOMED,S,
